stop_id,stop_name,stop_lat,stop_lon,location_type,parent_station,zone_id
2,Ridge Av & Lincoln Dr - FS,40.014986,-75.206826,,31032,1
4,Roosevelt Blvd & Broad St - FS,40.018096,-75.148852,,,1
5,Roosevelt Blvd & 5th St,40.023512,-75.133435,,,1
7,Roosevelt Blvd & Pratt St,40.028691,-75.089418,,,1
8,Roosevelt Blvd & Cottman Av,40.04412,-75.054168,,,1
9,Roosevelt Blvd & Holme Av,40.058461,-75.044383,,,1
10,Roosevelt Blvd & Woodward St,40.071366,-75.038257,,,1
11,Comly Rd & Roosevelt Blvd - MBFS,40.104036,-75.000789,,,1
12,Decatur Rd & Drummond Rd - MBNS,40.086875,-74.999225,,,1
14,Townsend Rd & McNulty Rd - MBNS,40.107835,-74.976908,,,1
16,Caroline Rd & Comly Rd - MBFS,40.099164,-75.001855,,,1
17,Comly Rd & Caroline Rd,40.101769,-74.998318,,,1
18,Roosevelt Blvd & Byberry Rd - FS,40.106681,-74.999235,,,1
19,Roosevelt Blvd & Comly Rd,40.105172,-75.001445,,,1
21,Roosevelt Blvd & Solly Av - FS,40.05882,-75.045126,,,1
22,Roosevelt Blvd & Cottman Av,40.044648,-75.05465,,,1
23,Roosevelt Blvd & Pratt St - FS,40.029083,-75.090216,,,1
24,Roosevelt Blvd & Tower Blvd - FS,40.029484,-75.101085,,,1
25,Roosevelt Blvd & 5th St,40.024226,-75.132905,,,1
28,Wissahickon Trans Ctr - onsite,40.014852,-75.207015,,31032,1
30,Pulaski Av & Pike St ,40.013139,-75.157369,,,1
31,17th St & Huntingdon St,39.992983,-75.159761,,,1
32,17th St & Girard Av ,39.972054,-75.164293,,,1
33,17th St & Spring Garden St ,39.963117,-75.166259,,,1
34,17th St & Market St ,39.952901,-75.168521,,,1
35,17th St & Pine St ,39.946148,-75.16988,,,1
36,17th St & Washington Av ,39.938468,-75.17169,,,1
37,17th St & Snyder Av ,39.92497,-75.174572,,,1
38,19th St & Moyamensing Av,39.914191,-75.179686,,,1
39,20th St & Johnston St ,39.9168,-75.181176,,,1
40,20th St & Johnston St ,39.916603,-75.181082,,,1
41,16th St & Snyder Av ,39.924644,-75.172826,,,1
42,16th St & Washington Av ,39.938098,-75.169968,,,1
43,16th St & Pine St ,39.945876,-75.168238,,,1
45,16th St & Girard Av,39.971737,-75.162628,,,1
46,Huntingdon St & 16th St - FS,39.992792,-75.15832,,,1
47,17th St & Lehigh Av ,39.994391,-75.159341,,,1
48,Hunting Park Av & Pulaski Av,40.013917,-75.158004,,,1
51,Kensington Av & Allegheny Av ,39.996542,-75.113274,,,1
52,Front St & Dauphin St ,39.984906,-75.132359,,,1
53,Cecil B Moore Av & Broad St ,39.978654,-75.157677,,,1
54,Cecil B Moore Av & 20th St ,39.979897,-75.167218,,,1
55,33rd St & Cecil B Moore Av Loop,39.982512,-75.188481,,,1
57,Cecil B Moore Av & 20th St ,39.979772,-75.167537,,,1
58,Cecil B Moore Av & Broad St ,39.97852,-75.157961,,,1
60,Allegheny Station,39.996444,-75.113345,,,1
61,Frankford Transportation Center,40.023427,-75.077197,,,1
64,Frankford Av & Torresdale Av,40.006135,-75.09183,,,1
65,Frankford Av & Lehigh Av ,39.987113,-75.122413,,,1
67,2nd St & Green St,39.960946,-75.141387,,,1
69,Front St & Market St Loop,39.949889,-75.142045,,,1
70,3rd St & Spring Garden St ,39.960593,-75.14336,,,1
72,Frankford Av & Lehigh Av ,39.986881,-75.122391,,,1
73,Frankford Av & Torresdale Av,40.005885,-75.091772,,,1
77,Ogontz Av & 69th Av,40.059892,-75.150296,,,1
78,Ogontz Av & Haines St,40.058605,-75.149438,,,1
79,Ogontz Av & 66th Av,40.05475,-75.149902,,,1
80,Ogontz Av & Stenton Av,40.051708,-75.150375,,,1
82,Olney Transportation Center,40.039066,-75.144737,,,1
84,Ogontz Av & Chelten Av - FS,40.051922,-75.150132,,,1
85,Ogontz Av & 66th Av,40.054321,-75.149821,,,1
86,Ogontz Av & Haines St,40.05839,-75.149226,,,1
89,Cheltenham Av & Ogontz Av - FS,40.074629,-75.159288,,,1
92,29th St & Girard Av,39.974619,-75.183503,,,1
93,23rd St & Market St - FS ,39.953927,-75.177893,,,1
94,23rd St & Washington Av ,39.939737,-75.181568,,,1
95,Oregon Av & 21st St - FS,39.918068,-75.18266,,,1
96,Oregon Av & 20th St - FS,39.917832,-75.180655,,,1
98,Oregon Av & Broad St - FS,39.916612,-75.171099,,,1
99,Whitman Plaza 1,39.913009,-75.15638,,,1
101,Pier 70 WalMart & Home Depot,39.925729,-75.14167,,,1
103,Oregon Av & Broad St ,39.916877,-75.171013,,,1
105,Oregon Av & 24th St ,39.919705,-75.188106,,,1
106,22nd St & Washington Av ,39.939368,-75.179799,,,1
107,Arch St & 22nd St,39.95605,-75.176079,,,1
108,27th St & Girard Av ,39.974077,-75.180327,,,1
111,Frankford Trans Ctr Rts 8 & R drop,40.022957,-75.078275,,31033,1
113,Fisher Av & Rising Sun Av - FS,40.030257,-75.118682,,,1
114,Tabor Rd & 5th St ,40.034731,-75.130721,,,1
117,Tabor Rd & 5th St ,40.034723,-75.13104,,,1
118,Fisher Av & Rising Sun Av ,40.030149,-75.118821,,,1
119,C St & Roosevelt Blvd,40.026916,-75.117348,,,1
121,Wissahickon Av & Cathedral Rd -FS,40.066927,-75.230935,,,1
122,Ridge Av & Summit Av,40.056805,-75.236297,,,1
123,Ridge Av & Lyceum Av,40.032912,-75.214679,,,1
124,Roosevelt Blvd & C St,40.02686,-75.117007,,,1
130,Walnut St & Broad St - MBNS,39.949217,-75.16366,,,1
131,Walnut St & 23rd St,39.95111,-75.178305,,,1
132,Roosevelt Blvd & Mascher St,40.025668,-75.125286,,,1
133,Lyceum  Av & Ridge Av,40.032616,-75.214758,,,1
136,Cheltenham Av & Ogontz Av Loop,40.074745,-75.159122,,,1
137,Roosevelt Blvd & 2nd St,40.025319,-75.127547,,,1
140,Erie Station,40.009172,-75.151226,,,1
141,9th St & Erie Av ,40.008252,-75.142827,,,1
142,Allegheny Station,40.001536,-75.152887,,,1
143,Broad St & Girard Av ,39.971517,-75.159464,,,1
145,Spruce St & 15th St,39.947105,-75.16644,,,1
148,Broad St & Washington Av ,39.937869,-75.166911,,,1
150,Broad St & Geary St,39.909715,-75.17321,,,1
152,A T and T Station,39.905379,-75.173709,,,1
158,Broad St & Geary St,39.909062,-75.172989,,,1
160,Roosevelt Blvd & 6th St,40.023746,-75.135271,,,1
164,Broad St & Girard Av     ,39.971276,-75.159382,,,1
165,Broad St & Allegheny Av ,40.001419,-75.152781,,,1
167,9th St & Erie Av,40.00793,-75.142758,,,1
174,Roosevelt Blvd & 7th St - FS,40.023066,-75.13735,,,1
175,Packer Av & Galloway St ,39.907982,-75.155301,,,1
180,57th St & Christian St,39.948546,-75.237415,,,1
182,56th St & Market St,39.960837,-75.232764,,,1
185,59th St & Columbia Av ,39.981249,-75.239348,,,1
187,Drexel Rd & City Line Av ,39.990296,-75.249249,,,1
188,Lankenau Medical Center,39.989296,-75.261539,,,1
192,City Av & Drexel Rd,39.99027,-75.249497,,,1
194,59th St & Columbia Av - FS,39.981196,-75.23949,,,1
197,56th St & Market St - FS,39.960888,-75.232893,,,1
198,56th St & Christian St ,39.948569,-75.23549,,,1
199,58th St & Woodland Av ,39.932407,-75.224708,,,1
201,63rd St & Lindbergh Blvd  ,39.921126,-75.224351,,,1
204,Roosevelt Blvd & 9th St,40.021891,-75.13964,,,1
207,Lindley Av & 5th St ,40.028826,-75.131975,,,1
208,Lindley Av & Broad St ,40.030671,-75.146367,,,1
209,Chelten Av & Baynton St - FS,40.038671,-75.171857,,,1
210,Chelten Av & Wissahickon Av ,40.027975,-75.182914,,,1
212,Wissahickon Av & School House Ln,40.025694,-75.181803,,,1
213,Chelten Av & Baynton St ,40.038713,-75.171649,,,1
214,Lindley Av & 16th St ,40.031018,-75.149959,,,1
215,Lindley Av & Broad St ,40.030636,-75.146804,,,1
216,Lindley Av & 5th St ,40.028773,-75.132283,,,1
217,Margaret & Orthodox Station,40.016734,-75.083955,,,1
218,Orthodox St & Frankford Av ,40.014829,-75.085749,,,1
220,Arrott Transportation Center,40.016815,-75.084285,,,1
222,66th Av & Broad St ,40.053677,-75.141309,,,1
223,Chew Av & Chelten Av - FS,40.045572,-75.16499,,,1
224,Wayne Av & Chelten Av - FS,40.031534,-75.178744,,,1
225,River Rd & Midvale Av,40.008367,-75.194154,,,1
226,Ridge Av & Midvale Av,40.008805,-75.194188,,,1
227,Wayne Av & Chelten Av,40.031623,-75.178744,,,1
228,Chelten Av & Wister St ,40.051824,-75.158305,,,1
229,66th Av & Old York Rd ,40.053652,-75.141948,,,1
232,Wister St & Chelten Av ,40.051831,-75.157813,,,1
235,Rodney St & Mt Airy Av,40.071208,-75.179338,,,1
237,Stenton Av & Mt Airy Av ,40.068936,-75.181558,,,1
240,Evergreen Av & Stenton Av - FS,40.080776,-75.202918,,,1
241,Evergreen Av & Germantown Av ,40.076705,-75.20732,,,1
242,Germantown Av & Bethlehem Pk,40.077045,-75.208076,,,1
243,Bethlehem Pk & Montgomery Av ,40.092078,-75.214324,,,1
244,Germantown Pk & Northwestern Av,40.085963,-75.230338,,,1
246,Plymouth Meeting Mall,40.117134,-75.284011,,,1
248,Germantown Pk & Northwestern Av -FS,40.085865,-75.230338,,,1
250,Germantown Av & Bethlehem Pk - FS,40.076822,-75.207899,,,1
252,Stenton Av & Mt Airy Av   ,40.068999,-75.181854,,,1
254,Stenton Av & Washington Ln,40.059577,-75.165696,,,1
255,Wister St & Chelten Av - FS,40.052054,-75.157942,,,1
256,Roosevelt Blvd & 5th St - FS,40.024143,-75.133331,,,1
260,Midvale Av & Henry Av ,40.01698,-75.188391,,,1
261,29th St & Allegheny Av,40.004728,-75.176923,,,1
267,Midvale Av & Henry Av ,40.016808,-75.188452,,,1
268,Hunting Park Av & Fox St - FS,40.007886,-75.171854,,,1
275,Allegheny Av & Hunting Park Av,40.004883,-75.178447,,,1
277,Lancaster Av & Girard Av,39.973104,-75.218686,,,1
279,40th St & Filbert St,39.957947,-75.202031,,,1
283,13th St Trolley Station,39.952291,-75.162441,,,1
287,36th St Trolley Portal,39.954933,-75.193963,,,1
290,Lancaster Av & 48th St,39.972199,-75.217046,,,1
293,Malvern Av & 63rd St Loop,39.98391,-75.246217,,,1
297,Woodland Av & 49th St  ,39.940732,-75.212629,,,1
299,Market St & 40th St,39.957117,-75.202175,,,1
300,Market St & 40th St    ,39.957179,-75.20188,,,1
301,40th St Trolley Portal ,39.949595,-75.203333,,,1
302,Woodland Av & 49th St,39.940964,-75.212546,,,1
303,Woodland Av & 62nd St ,39.928267,-75.230599,,,1
304,Woodland Av & Island Av ,39.917367,-75.246233,,,1
305,Darby Transportation Center Old,39.91904,-75.262317,,31035,1
309,Locust St & 20th St       ,39.949316,-75.174249,,,1
310,Locust St & Broad St ,39.948092,-75.164772,,,1
311,Pine St & 3rd St          ,39.943315,-75.147314,,,1
315,23rd St & Spruce St,39.948773,-75.179034,,,1
317,Woodland Av & 50th St,39.940055,-75.213812,,,1
319,Kingsessing Av & Cemetary Av,39.928765,-75.235497,,,1
320,Chester Av & 58th St ,39.935573,-75.228548,,,1
321,Chester Av & 49th St ,39.944059,-75.216646,,,1
322,Chester Av & 49th St,39.944335,-75.21648,,,1
323,Chester Av & 58th St ,39.935787,-75.2285,,,1
324,Kingsessing Av & Cemetery Av,39.929113,-75.235201,,,1
325,Chester Av & Allen Dr Yeadon Loop,39.924507,-75.252519,,,1
326,Bustleton Av & Comly St - FS,40.029852,-75.073678,,,1
327,Roosevelt Blvd & Byberry Rd - FS,40.106455,-74.998361,,,1
329,Old Lincoln Hwy & Roosevelt Blvd,40.1215,-74.976975,,,1
330,Neshaminy Mall,40.137686,-74.953631,,,2
331,Pine St & Richardson Av,40.175512,-74.916953,,,2
332,Oxford Valley Mall & J C Penney,40.182396,-74.881256,,,2
336,Roosevelt Blvd & Lincoln Hwy - FS,40.121637,-74.977684,,,1
338,Bustleton Av & Comly St,40.029897,-75.073831,,,1
340,Frankford Trans Ctr Rts 20 & 50,40.023651,-75.077621,,31033,1
341,Richmond St & Westmoreland St Loop,39.984262,-75.099458,,,1
342,Girard Av & Front St,39.968841,-75.135945,,,1
343,Girard Av & Broad St,39.971437,-75.159264,,,1
344,Girard Av & 40th St - FS,39.974092,-75.204585,,,1
345,Girard Av & 59th St,39.970188,-75.237275,,,1
347,Market St & 41st St,39.957586,-75.204961,,,1
349,Girard Av & 59th St,39.970019,-75.237547,,,1
350,Girard Av & 40th St,39.973998,-75.204555,,,1
351,41st St & Powelton Av,39.958764,-75.205146,,,1
352,Girard Av & Broad St,39.971357,-75.159559,,,1
353,Girard Station,39.968841,-75.13611,,,1
356,Broad St & Pattison Av - 2,39.905182,-75.17345,,,1
357,20th St & Washington Av ,39.938914,-75.176294,,,1
358,20th St & Walnut St,39.950422,-75.173797,,,1
359,Market St & 6th St,39.950711,-75.15032,,,1
362,19th St & Washington Av ,39.938902,-75.174818,,,1
363,Pattison Av & Broad St - FS ,39.905119,-75.173097,,,1
364,41st St & Spring Garden Av,39.961193,-75.20541,,,1
365,Broad St & Langley Av,39.896218,-75.175949,,,1
367,Willow Grove Av & Cheltenham Av,40.088378,-75.182875,,,1
368,Cheltenham Av & Gowen Av ,40.082507,-75.172576,,,1
369,Michener Av & Wadsworth Av - FS,40.078748,-75.173918,,,1
370,Upsal St & Mansfield Av,40.063611,-75.169903,,,1
371,Chew Av & Chelten Av ,40.045483,-75.165014,,,1
372,Olney Av & Broad St ,40.03902,-75.145077,,,1
373,Olney Av & Broad St - FS,40.038922,-75.144288,,31037,1
375,Rising Sun Av & Knorr St,40.054435,-75.090727,,,1
378,Rising Sun Av & Knorr St,40.054578,-75.090821,,,1
379,Rising Sun Av & Olney Av ,40.034478,-75.114904,,,1
381,Olney Av & 13th St ,40.038599,-75.142456,,,1
382,Olney Transportation Center,40.038707,-75.144136,,31037,1
383,Upsal St & Mansfield St ,40.063531,-75.169915,,,1
384,Michener Av & Wadsworth Av ,40.078882,-75.174,,,1
385,Easton Rd & Cheltenham Av FS,40.082198,-75.171118,,,1
388,Frankford Trans Ctr Rt 88,40.024241,-75.077973,,31033,1
389,Oxford Av & Summerdale Av - FS,40.036598,-75.087996,,,1
391,Algon Av & Rhawn St ,40.066085,-75.063136,,,1
392,Krewstown Rd & Gregg St ,40.086215,-75.046056,,,1
393,Welsh Rd & Neil Dr - FS,40.086761,-75.0408,,,1
394,Grant Av & Blue Grass Rd - 2,40.078122,-75.024084,,,1
395,Ashton Rd & Willits Rd,40.063192,-75.021909,,,1
398,Willits Rd & Ashton Rd,40.062959,-75.021851,,,1
399,Grant Av & Blue Grass Rd #1,40.078022,-75.023445,,,1
400,Grant Av & Welsh Rd ,40.087078,-75.04059,,,1
401,Krewstown Rd & Gregg St ,40.086349,-75.046067,,,1
402,Algon Av & Rhawn St ,40.066344,-75.063123,,,1
403,Whitaker Av & Cottman Av - FS,40.057155,-75.077145,,,1
404,Oxford Av & Summerdale Av,40.036166,-75.087964,,,1
406,Academy Rd & Grant Av,40.069096,-75.007232,,,1
407,Morrell Av & Kayford Circle - 2,40.075392,-74.989869,,,1
408,Academy Rd & Chalfont Dr,40.084005,-74.990001,,,1
409,Mechanicsville Rd & Knights Rd,40.093482,-74.962208,,,1
410,Franklin Mills & Marshalls,40.0861,-74.964244,,,2
413,Academy Rd & Chalfont Dr,40.0843,-74.989917,,,1
414,Keswick Rd & Morrell Av,40.074862,-74.989052,,,1
415,Academy Rd & Grant Av - FS,40.069178,-75.007551,,,1
416,69th Street Transportation Center,39.962187,-75.258744,,31034,1
419,Chestnut St & 60th St,39.960388,-75.241198,,,1
420,Chestnut St & 52nd St,39.958463,-75.225423,,,1
421,Chestnut St & 40th St,39.955582,-75.202487,,,1
428,2nd St Station          ,39.949822,-75.14371,,,1
432,Walnut St & 30th St - FS,39.951848,-75.184098,,,1
433,Walnut St & 40th St,39.954128,-75.202504,,,1
434,Walnut St & 52nd St,39.95705,-75.225287,,,1
435,Walnut St & 60th St    ,39.958996,-75.241214,,,1
436,Walnut St & 61st St,39.959267,-75.243219,,,1
437,61st St & Pine St Loop,39.955562,-75.244589,,,1
443,Cheltenham Av & Easton Rd,40.081813,-75.171363,,,1
444,Easton Rd & Keswick Av,40.10645,-75.147842,,,1
446,Easton Rd & Edgehill Rd ,40.117796,-75.136529,,,1
456,York Rd & Byberry Rd - FS,40.174173,-75.107132,,,2
460,Easton Rd & Edgehill Rd ,40.117885,-75.136552,,,1
462,Easton Rd & Keswick Av,40.106531,-75.14783,,,1
467,Oxford Av & Loney St,40.075805,-75.084947,,,1
469,Fox Chase Rd & Forrest Av - MBNS,40.088621,-75.104236,,,1
470,Old Welsh Rd Gloria Dei Towers,40.121078,-75.071732,,,1
471,Knowles Av & 2nd St Pk,40.171277,-75.043675,,,1
476,Oxford Av & Loney St - FS,40.075878,-75.085089,,,1
477,Central Av & Cottman Av - MBNS,40.065815,-75.089883,,,1
478,Martins Mill Rd & Oxford Av,40.043958,-75.089001,,,1
481,Frankford Av & Girard Av ,39.96864,-75.134245,,,1
482,Cedar St & Lehigh Av ,39.981738,-75.117841,,,1
483,Aramingo Av & Castor Av ,39.994359,-75.094812,,,1
485,Richmond St & Orthodox St,39.997133,-75.073698,,,1
486,Torresdale Av & Bridge St,40.013082,-75.070487,,,1
487,Bridge St & Torresdale Av,40.013225,-75.070557,,,1
488,Orthodox St & Richmond St ,39.997266,-75.073674,,,1
489,Aramingo Av & Castor Av - FS,39.994627,-75.094942,,,1
491,Lehigh Av & Cedar St - FS,39.982033,-75.117827,,,1
493,Frankford Av & Girard Av ,39.968846,-75.134469,,,1
496,Chelten Av & Morris St - MBNS,40.0297,-75.18102,,,1
497,Chelten Av & Chew Av ,40.045357,-75.164944,,,1
499,Tabor Av & Levick St ,40.047356,-75.091882,,,1
500,Robbins St & Langdon St,40.041808,-75.085182,,,1
502,Torresdale Av & Bridge St ,40.013197,-75.070333,,,1
505,Bustleton Av & Magee Av,40.038163,-75.068032,,,1
507,Tabor Av & Levick St - FS,40.047396,-75.091978,,,1
511,Germantown Pk & Church Rd - MBNS,40.085209,-75.250807,,,1
513,Port Royal Av & Henry Av,40.060893,-75.236333,,,1
514,Henry Av & Summit Av,40.057774,-75.233763,,,1
515,15th St & Market St,39.952752,-75.165297,,,1
516,Chestnut St & 44th St,39.956482,-75.209924,,,1
519,Henry Av & Summit Av,40.057773,-75.233491,,,1
520,Henry Av & Port Royal Av,40.060934,-75.236026,,,1
521,Ridge Pk & Church Rd,40.081704,-75.253099,,,1
523,Torresdale Av & Cottman Av Loop,40.030026,-75.036083,,,1
524,Rhawn St & Torresdale Av - FS ,40.035436,-75.025212,,,1
525,Rhawn St & Roosevelt Blvd,40.056503,-75.046262,,,1
526,Rhawn St & Castor Av,40.061887,-75.05605,,,1
527,Rhawn St & Oxford Av,40.077152,-75.084941,,,1
529,High School Rd & Harrison Av,40.071602,-75.127232,,,1
532,Montgomery Av & Harrison Av,40.070868,-75.126501,,,1
533,Forrest Av & Fox Chase Rd ,40.089283,-75.105586,,,1
535,Rhawn St & Castor Av     ,40.061933,-75.056416,,,1
536,Rhawn St & Roosevelt Blvd,40.05688,-75.047147,,,1
537,Rhawn St & Torresdale Av,40.035311,-75.025331,,,1
539,33rd St & Dickinson St Loop,39.93553,-75.198572,,,1
540,Morris St & 20th St,39.930458,-75.178448,,,1
541,Morris St & Broad St,39.929189,-75.168985,,,1
542,Morris St & 7th St,39.927665,-75.157315,,,1
543,Front St & Tasker St,39.92752,-75.14701,,,1
544,Tasker St & Front St,39.92766,-75.146927,,,1
545,Tasker St & 7th St,39.929003,-75.156803,,,1
546,Tasker St & Broad St,39.930481,-75.168083,,,1
548,Tasker St & 22nd St,39.932123,-75.181146,,,1
551,Lansdowne Av & Haverford Av,39.973673,-75.258351,,,1
552,Vine St & 65th St,39.967708,-75.249943,,,1
553,Vine St & 59th St,39.966302,-75.237981,,,1
554,Haverford Av & 52nd St,39.965,-75.22472,,,1
556,Woodland Av & 40th St,39.949391,-75.202914,,,1
557,Haverford Av & 52nd St,39.964973,-75.224344,,,1
558,Haverford Av & 59th St,39.968956,-75.23703,,,1
559,Haverford Av & 65th St,39.972356,-75.248656,,,1
560,Lansdowne Av & Haverford Av,39.974092,-75.257204,,,1
563,76th St & City Av - FS,39.978565,-75.270816,,,1
564,63rd St & Master St,39.972208,-75.245077,,,1
567,41st St & Lancaster Av,39.964754,-75.205647,,,1
573,Market St & 33rd St,39.955618,-75.188909,,,1
574,Fairmount Av & 40th St,39.965186,-75.20261,,,1
575,46th St & Market St,39.958753,-75.214004,,,1
576,63rd St & Market St,39.962459,-75.246765,,,1
577,63rd St & Haverford Av,39.971761,-75.244807,,,1
579,Woodbine Av & 75th St,39.975619,-75.265398,,,1
581,33rd St & Oxford St,39.981296,-75.188714,,,1
582,33rd St & Girard Av,39.9752,-75.188392,,,1
584,27th St & Poplar St,39.972649,-75.180663,,,1
585,Poplar Dr & Girard Av,39.974886,-75.187755,,,1
586,33rd St & Oxford St,39.981064,-75.18862,,,1
587,30th St & Allegheny Av,40.004749,-75.178531,,,1
589,22nd St & Lehigh Av,39.995744,-75.16765,,,1
590,Chestnut St & 43rd St,39.956304,-75.208708,,,1
591,Chestnut St & 42nd St,39.956048,-75.20651,,,1
592,Chestnut St & 41st St,39.95589,-75.20499,,,1
593,Penn's Landing,39.948698,-75.140101,,,1
595,20th St & Girard Av - MBFS,39.972889,-75.168849,,,1
596,22nd St & Lehigh Av,39.995498,-75.167527,,,1
597,22nd St & Allegheny Av,40.003138,-75.165882,,,1
598,Chestnut St & 39th St,39.955301,-75.200126,,,1
599,Baltimore Av & 61st St Angora Loop,39.943811,-75.246319,,,1
604,Ridge Av & Fountain St ,40.038022,-75.222774,,,1
610,Elmwood Av & 73rd St - FS,39.914317,-75.241709,,,1
611,Elmwood Loop,39.914006,-75.242618,,,1
612,Island Av & 80th St Eastwick Loop ,39.898731,-75.239366,,,1
613,Snyder Av & Broad St ,39.924326,-75.169345,,,1
615,Lindbergh Blvd & Island Av,39.904202,-75.239942,,,1
617,PNC Center,39.886398,-75.246136,,,1
618,International Plaza,39.874313,-75.25768,,,1
622,Chestnut St & 38th St,39.955115,-75.198804,,,1
623,Chestnut St & 37th St,39.954798,-75.196561,,,1
624,Industrial Hwy & Wanamaker Av - FS,39.866634,-75.300403,,,1
630,Lindbergh Blvd & Island Av,39.903784,-75.240745,,,1
631,Passyunk Av & 20th St,39.923481,-75.179807,,,1
632,Snyder Av & Broad St ,39.9243,-75.169935,,,1
633,PHL E & F Terminal,39.879962,-75.23885,,30615,1
634,Presidential Blvd & Winding Dr,40.006954,-75.209487,,,1
635,Parkside Av & 40th St,39.974311,-75.204578,,,1
636,Mantua Av & 34th St,39.966809,-75.192353,,,1
638,5th St & Market St - FS,39.951033,-75.148664,,,1
640,Art Museum 2,39.966185,-75.182239,,,1
641,Mantua Av & 34th St - FS,39.967077,-75.192636,,,1
643,Neill Dr & Winding Dr,40.007074,-75.209486,,,1
644,33rd St & Dauphin St Loop,39.991992,-75.186019,,,1
646,Dauphin St & Broad St ,39.987833,-75.156116,,,1
647,Dauphin St & 7th St ,39.986462,-75.145159,,,1
649,Richmond St & Cumberland St,39.974139,-75.118096,,,1
650,Richmond St & Cumberland St,39.974349,-75.117991,,,1
651,Susquehanna Av & Front St - FS,39.983265,-75.132814,,,1
653,Susquehanna Av & Broad St ,39.986335,-75.156206,,,1
656,York St & 33rd St ,39.993286,-75.185814,,,1
657,Conshohocken Av & Monument Rd,40.001531,-75.214265,,,1
659,South St & 22nd St,39.945202,-75.178751,,,1
660,South St & Broad St,39.943578,-75.165756,,,1
663,Lombard St & Broad St,39.944683,-75.165068,,,1
664,Lombard St & 22nd St,39.94629,-75.178322,,,1
669,61St & Pine St,39.955651,-75.244163,,,1
670,Spruce St & 60th St - FS,39.956513,-75.242,,,1
671,Spruce St & 52nd St,39.954561,-75.22605,,,1
672,Spruce St & 40th St - FS,39.951639,-75.203114,,,1
673,Spruce St & 2nd St ,39.944496,-75.144723,,,1
674,Spruce St & 40th St,39.951782,-75.203102,,,1
675,Spruce St & 52nd St,39.954667,-75.225767,,,1
676,Spruce St & 60th St,39.956629,-75.241763,,,1
678,Belmont Av & Girard Av,39.973468,-75.21252,,,1
679,Spring Garden St & 33rd St,39.96294,-75.190027,,,1
680,Spring Garden St & 22nd St - FS,39.96387,-75.17426,,,1
681,Spring Garden St & Broad St,39.962258,-75.161684,,,1
684,Beach St & Columbia Av,39.966798,-75.128701,,,1
685,York St & Thompson St,39.975778,-75.122048,,,1
686,Columbia Av & Delaware Av,39.967174,-75.128648,,,1
687,Spring Garden St & Front St,39.960377,-75.138637,,,1
689,Spring Garden St & Broad St,39.962373,-75.161152,,,1
690,Spring Garden St & 22nd St ,39.96415,-75.174244,,,1
691,Haverford Av & 33rd St,39.96427,-75.190046,,,1
692,Belmont Av & Girard Av,39.973182,-75.212189,,,1
694,Coulter Av & Saint Georges Rd - FS,40.008564,-75.289846,,,2
695,Essex Av & Windsor Av,40.006568,-75.262742,,,2
696,Haverford Av & Montgomery Av,40.008356,-75.252429,,,2
698,Bala Av & City Av,40.000217,-75.228922,,,3
699,City Av & Presidential Blvd,40.008264,-75.210912,,,0
703,City Av & Presidential Blv -FS,40.008371,-75.21129,,,0
705,Montgomery Av & Haverford Av,40.008426,-75.252114,,,2
706,Haverford Av & Forrest Av,40.005591,-75.260579,,,2
709,60th St & Lansdowne Av,39.976003,-75.240295,,,1
710,60th St & Callowhill St,39.968148,-75.239512,,,1
711,60th St & Market St,39.962054,-75.240816,,,1
712,60th St & Spruce St,39.95671,-75.241917,,,1
715,60th St & Spruce St,39.956409,-75.241811,,,1
716,60th St & Market St - FS,39.962014,-75.240627,,,1
717,60th St & Callowhill St,39.967924,-75.239407,,,1
721,Luzerne St & 2nd St - FS,40.011315,-75.130677,,,1
722,Godfrey Loop - FS,40.046185,-75.128037,,,1
723,5th St & Wyoming Av ,40.022796,-75.133513,,,1
724,6th St & Erie Av ,40.007698,-75.138847,,,1
725,8th St & Susquehanna Av - FS,39.984754,-75.146902,,,1
728,8th St & Market St,39.951339,-75.153517,,,1
729,8th St & Washington Av ,39.935938,-75.156989,,,1
730,8th St & Snyder Av ,39.923208,-75.159858,,,1
732,Oregon Av & 7th St ,39.915399,-75.159734,,,1
733,7th St & Snyder Av ,39.922794,-75.158243,,,1
734,7th St & Washington Av ,39.935354,-75.155456,,,1
735,7th St & Market St ,39.950751,-75.151949,,,1
736,7th St & Spring Garden St ,39.961179,-75.149759,,,1
737,7th St & Girard Av ,39.970279,-75.148035,,,1
738,7th St & Susquehanna Av ,39.984767,-75.145402,,,1
740,Presidential Blvd & City Line Av,40.00801,-75.210254,,,1
741,5th St & Erie Av ,40.007211,-75.136781,,,1
742,5th St & Wyoming Av ,40.022564,-75.133443,,,1
744,5th St & Godfrey Av,40.045543,-75.128418,,,1
746,29th St & Dauphin St,39.990963,-75.17995,,,1
747,29th St & Ridge Av,39.986904,-75.180826,,,1
748,23rd St & Spring Garden St,39.96435,-75.176121,,,1
751,29th St & Girard Av,39.974423,-75.183374,,,1
752,29th St & Dauphin St,39.990793,-75.179773,,,1
753,27th St & Allegheny Av,40.004043,-75.173771,,,1
756,12th St & Market St ,39.952162,-75.159859,,,1
759,10th St & Bigler St ,39.913563,-75.165174,,,1
766,49th St & Parkside Av Loop,39.978803,-75.216743,,,1
767,52nd St & Girard Av - FS,39.971183,-75.225826,,,1
768,52nd St & Haverford Av - FS,39.964818,-75.224497,,,1
